row_id,cgid,label,description
257,14032,MD,Read Only
258,14033,RT,Respiratory
259,14034,Res,Resident/Fellow/PA/NP
260,14035,RO,Read Only
261,14036,RO,Read Only
262,14037,PHD,Attending
263,14038,Res,Resident/Fellow/PA/NP
264,14039,RO,Read Only
265,14040,MD,Read Only
266,14041,MD,Read Only
267,14042,RO,Read Only
268,14043,MD,Read Only
269,14044,RO,Read Only
270,14045,MD,Attending
271,14046,RO,Read Only
272,14047,RO,Read Only
273,14048,RO,Read Only
274,14049,MD,Read Only
275,14050,MD,Read Only
276,14051,MD,Read Only
277,14052,MD,Read Only
278,14053,RO,Read Only
279,14054,MD,Resident/Fellow/PA/NP
280,14055,MD,Resident/Fellow/PA/NP
281,14056,MDs,Resident/Fellow/PA/NP
282,14057,MD,Resident/Fellow/PA/NP
283,14058,Dr,Read Only
284,14059,RO,Read Only
285,14060,RO,Read Only
286,14061,MD,Read Only
287,14062,MD,Read Only
1,14063,Res,Resident/Fellow/PA/NP
2,14064,RO,Read Only
3,14065,MD,Read Only
4,14066,RO,Read Only
5,14067,MD,Read Only
6,14068,MD,Read Only
7,14069,Rehab,Rehabilitation
8,14070,RO,Read Only
9,14071,RO,Read Only
10,14072,MD,Read Only
11,14073,MedStu,Read Only
12,14074,RO,Read Only
13,14075,RO,Read Only
14,14076,RO,Read Only
15,14077,RO,Read Only
16,14078,RN,RN
17,14079,Res,Resident/Fellow/PA/NP
18,14080,MD,Attending
19,14081,SW,Social Worker
20,14082,RO,Read Only
21,14083,RT,Respiratory
22,14084,RN,RN
23,14085,Res,Resident/Fellow/PA/NP
24,14086,Res,Resident/Fellow/PA/NP
25,14087,Res,Resident/Fellow/PA/NP
26,14088,RO,Read Only
27,14089,Res,Resident/Fellow/PA/NP
28,14090,Res,Resident/Fellow/PA/NP
29,14091,MDs,Resident/Fellow/PA/NP
30,14092,MedSt,Resident/Fellow/PA/NP
31,14093,Res,Resident/Fellow/PA/NP
32,14094,RD,Dietitian
33,14095,RO,Read Only
34,14096,MD,Read Only
35,14097,MD,Read Only
36,14098,RN,Read Only
37,14099,MD,Read Only
38,14100,RO,Read Only
39,14101,RA,Read Only
40,14102,MD,Read Only
41,14103,MD,Resident/Fellow/PA/NP
42,14104,Res,Resident/Fellow/PA/NP
43,14105,Fell,Resident/Fellow/PA/NP
44,14106,MD,Resident/Fellow/PA/NP
45,14107,MD,Resident/Fellow/PA/NP
46,14108,MD,Resident/Fellow/PA/NP
47,14109,RO,Read Only
48,14110,MD,Attending
49,14111,Res,Resident/Fellow/PA/NP
50,14112,MD,Resident/Fellow/PA/NP
51,14113,MD,Attending
52,14114,PA,Resident/Fellow/PA/NP
53,14115,H,Resident/Fellow/PA/NP
54,14116,MD,Attending
55,14117,RO,Read Only
56,14118,MDs,Read Only
57,14119,RO,Read Only
58,14120,RO,Read Only
59,14121,St,Read Only
60,14122,RO,Read Only
61,14123,MDs,Resident/Fellow/PA/NP
62,14124,RO,Read Only
63,14125,RO,Read Only
64,14126,Res,Resident/Fellow/PA/NP
65,14127,Res,Resident/Fellow/PA/NP
66,14128,MD,Resident/Fellow/PA/NP
67,14129,RO,Read Only
68,14130,Res,Resident/Fellow/PA/NP
69,14131,RO,Read Only
70,14132,MD,Read Only
71,14133,RN,Read Only
72,14134,RO,Read Only
73,14135,MD,Resident/Fellow/PA/NP
74,14136,MD,Read Only
75,14137,IMD,IMD
76,14138,MS,IMD
77,14139,UA,IMD
78,14140,MD,IMD
79,14141,RO,Read Only
80,14142,MDs,Read Only
81,14143,MD,Resident/Fellow/PA/NP
82,14144,MD,Resident/Fellow/PA/NP
83,14145,PA,Resident/Fellow/PA/NP
84,14146,MD,Read Only
85,14147,RO,Read Only
86,14148,RO,Read Only
87,14149,MD,Read Only
88,14150,MD,Read Only
89,14151,RN,RN
90,14152,MD,RN
91,14153,RO,Read Only
92,14154,MDs,Resident/Fellow/PA/NP
93,14155,RO,Read Only
94,14156,DI,Dietitian
95,14157,MD,Dietitian
96,14158,RO,Read Only
97,14159,MD,Read Only
98,14160,RN,Read Only
99,14161,RO,Read Only
100,14162,CoOpSt,Read Only
101,14163,PCA,Read Only
102,14164,UCO,UCO
103,14165,RN,UCO
104,14166,RN,UCO
105,14167,RRT,UCO
106,14168,MD,Resident/Fellow/PA/NP
107,14169,RRT,Respiratory
108,14170,MDs,Respiratory
109,14171,MD,Resident/Fellow/PA/NP
110,14172,RO,Read Only
111,14173,Res,Resident/Fellow/PA/NP
112,14174,Res,Resident/Fellow/PA/NP
113,14175,MD,Resident/Fellow/PA/NP
114,14176,RO,Read Only
115,14177,MD,Read Only
116,14178,RO,Read Only
117,14179,MD,Read Only
118,14180,MDs,Resident/Fellow/PA/NP
119,14181,RO,Read Only
120,14182,RN,RN
121,14183,RPh,RN
122,14184,NP,Resident/Fellow/PA/NP
123,14185,MD,Resident/Fellow/PA/NP
124,14186,RN,Resident/Fellow/PA/NP
125,14187,RN,Read Only
126,14188,MS,Read Only
127,14189,RO,Read Only
128,14190,MD,Read Only
129,14191,RN,Read Only
130,14192,MD,Resident/Fellow/PA/NP
131,14193,RO,Read Only
132,14194,CM,Case Manager
133,14195,Rehab,Rehabilitation
134,14196,MD,Rehabilitation
135,14197,SW,Social Worker
136,14198,Res,Resident/Fellow/PA/NP
137,14199,RO,Read Only
138,14200,MD,Read Only
139,14201,CRT,Read Only
140,14202,RT,Respiratory
141,14203,RO,Read Only
142,14204,RN,Read Only
143,14205,RN,Read Only
144,14206,RN,RN
145,14207,RO,Read Only
146,14208,RO,Read Only
147,14209,CoWkr,Read Only
148,14210,RO,Read Only
149,14211,RRT,Respiratory
150,14212,RN,RN
151,14213,RN,RN
152,14214,RN,RN
153,14215,SN,RN
154,14216,Res,Resident/Fellow/PA/NP
155,14217,Res,Resident/Fellow/PA/NP
156,14218,RO,Read Only
157,14219,MD,Read Only
158,14220,RO,Read Only
159,14221,MD,Attending
160,14222,RN,RN
161,14223,MedSt,RN
162,14224,MD,Attending
163,14225,Res,Resident/Fellow/PA/NP
164,14226,Res,Resident/Fellow/PA/NP
165,14227,RO,Read Only
166,14228,RN,RN
167,14229,RO,Read Only
168,14230,RO,Read Only
169,14231,RO,Read Only
170,14232,RO,Read Only
171,14233,RO,Read Only
172,14234,UA,UCO
173,14235,Medst,UCO
174,14236,RRT,UCO
175,14237,MD,Read Only
176,14238,MD,Read Only
177,14239,MD,Read Only
178,14240,MD,Resident/Fellow/PA/NP
179,14241,RN,Resident/Fellow/PA/NP
180,14242,MDs,Read Only
181,14243,RO,Read Only
182,14244,RO,Read Only
183,14245,MD,Read Only
184,14246,RN,Read Only
185,14247,RO,Read Only
186,14248,Rehab,Rehabilitation
187,14249,MD,Rehabilitation
188,14250,RO,Read Only
189,14251,Res,Resident/Fellow/PA/NP
190,14252,MDs,Attending
191,14253,RO,Read Only
192,14254,MSIV,Read Only
193,14255,MD,Read Only
194,14256,MD,Read Only
195,14257,RO,Read Only
196,14258,RO,Read Only
197,14259,MDs,Read Only
